getDevice      getProgram     runProgram     
3.61526        21.7051        75.6404        
0.668045       26.6598        75.5977        
0.628104       26.5127        75.6728        
3.71213        21.6119        75.6118        
1.79602        23.763         75.6111        
3.57267        21.5531        75.6412        
0.734089       26.5136        75.6729        
29.0976        0.000163       72.4043        
1.03602        26.17          75.6166        
1.37601        24.7092        75.6056        
0.228026       27.4336        75.5615        
3.45124        21.7609        75.5907        
1.29601        24.967         75.6246        
3.64409        21.5973        75.6465        
1.904          23.9207        75.6354        
1.11609        26.2165        75.5713        
2.01206        23.8425        75.604         
0.17499        27.4441        75.6125        
28.9325        0.026368       72.3726        
28.9741        0.002002       72.4208        
1.10426        26.1128        75.6201        
1.52803        24.6616        75.6753        
3.58401        22.3286        75.5926        
0.044114       27.578         75.6171        
1.02031        26.1034        75.5938        
0.16009        27.4907        75.5786        
0.632072       26.4488        75.6766        
1.86802        24.2009        75.6446        
3.44401        22.3361        75.6376        
1.02814        26.1724        75.6091        
1.96808        23.6521        75.6395        
1.16003        24.9811        75.6088        
0.68402        25.3335        75.6084        
0.668329       26.5732        75.6448        
3.50423        21.6386        75.6275        
1.02398        26.1137        75.6485        
29.105         0.00547        72.4083        
0.932293       26.0801        75.6362        
29.0128        0.013322       72.4084        
0.564099       25.5836        75.5711        
29.12          0.002257       72.4085        
3.36802        22.4081        75.643         
28.9929        4.4e-05        72.403         
1.14802        25.8722        75.6271        
0.479993       26.8066        75.6288        
0.704007       26.5816        75.6499        
1.02036        26.1766        75.6225        
3.42402        22.3579        75.6778        
0.700045       26.5559        75.6598        
2.02011        23.7656        75.6781        
1.14003        26.0135        75.6784        
0.714122       26.5316        75.5804        
0.896035       26.2613        75.6507        
1.16011        25.1041        75.5959        
1.02816        26.1654        75.6146        
0.045775       27.586         75.6102        
3.49921        21.4415        75.6227        
0.792098       25.2976        75.6227        
1.12402        24.9726        75.6118        
1.52002        24.4333        75.6512        
3.59613        21.6483        75.5601        
0.224019       27.3492        75.6511        
1.58803        24.433         75.6037        
2.12003        23.5891        75.5556        
1.46802        24.6057        75.6793        
0.884008       26.4342        75.5788        
1.16802        25.0001        75.6649        
0.039776       27.6216        75.5795        
0.632437       26.6355        75.5818        
0.860029       25.3808        75.6484        
28.9724        0.01333        72.4111        
1.74403        24.2682        75.5892        
1.32806        24.7933        75.6523        
1.10827        26.0507        75.6453        
1.16007        25.0885        75.6051        
3.53602        22.2934        75.6522        
1.08803        24.971         75.6187        
1.24003        24.9183        75.6315        
3.54828        21.6501        75.6118        
1.84411        23.8733        75.6125        
0.248045       27.3335        75.6524        
3.42404        22.404         75.6419        
2.02002        23.0288        75.6493        
1.31202        24.6315        75.6625        
2.03204        23.0617        75.6805        
3.41206        22.3851        75.6491        
0.632459       26.5933        75.625         
0.94405        26.2415        75.681         
0.437157       26.8395        75.6418        
0.972038       25.3445        75.5981        
1.08807        24.9962        75.6464        
0.767984       26.5113        75.6193        
3.808          21.4922        75.6427        
1.46414        24.729         75.6179        
1.08003        25.0051        75.6418        
0.708003       26.4054        75.6536        
0.692083       25.5939        75.4812        
3.41603        22.4304        75.5687        
1.52002        24.6306        75.6327        
2.05204        23.665         75.6503        
3.41603        22.3702        75.6251        
0.708023       26.4019        75.6815        
3.48005        21.741         75.5985        
0.480033       25.8802        75.5834        
1.93203        24.2314        75.2041        
2.46003        23.4563        75.6314        
0.476038       26.8059        75.6449        
0.552136       26.5562        75.6315        
29.0657        0.00531        72.3875        
0.632192       26.5481        75.6318        
1.50402        24.521         75.651         
1.85604        23.9758        75.6081        
29.0701        0.013336       72.4138        
29.1061        0.02006        72.408         
0.176025       27.1013        75.655         
0.568161       26.3776        75.6548        
3.56401        22.3594        75.585         
0.664062       26.5007        75.6517        
1.14402        25.0288        75.6438        
1.33602        24.868         75.6525        
1.90814        23.7469        75.6018        
1.88803        23.9449        75.6517        
1.29608        25.7906        75.6222        
1.47203        24.7165        75.6163        
1.064          26.1654        75.5995        
3.40001        22.3057        75.6832        
2.0277         23.9413        75.6084        
1.57203        24.6702        75.6348        
1.80408        23.9846        75.6164        
0.788045       26.4428        75.6344        
3.42403        22.3659        75.6808        
0.880007       26.3687        75.6525        
1.5323         24.6093        75.624         
0.100077       27.3558        75.6493        
1.29602        24.876         75.6453        
0.051844       27.5175        75.684         
1.02834        26.0412        75.6522        
3.45518        21.4289        75.6166        
3.46406        22.272         75.6776        
0.764038       25.4736        75.6839        
1.55606        24.4603        75.5831        
0.748073       26.4569        75.6528        
2.56804        22.8937        75.684         
1.33206        24.8457        75.6841        
3.47203        21.7864        75.5594        
1.67602        24.501         75.6529        
0.696039       25.6541        75.5907        
2.49602        22.9487        75.6534        
1.51602        24.4846        75.6454        
28.9861        0.000295       72.3825        
0.092771       27.486         75.6682        
0.899992       26.3727        75.6455        
1.89603        23.7987        75.6356        
29.0123        0.018409       72.3902        
3.47203        22.2968        75.6456        
2.49203        23.3336        75.6848        
1.09203        26.1234        75.6828        
0.576024       25.4783        75.6283        
3.44414        21.6602        75.6184        
2.32805        24.0015        75.2572        
0.672024       25.5495        75.6172        
